Winner_Name, Winner_Items, HP_Remaining, Opponent_Name, Opponent_Items
Caius Redcliffe,Leather Boots,5,Evangeline Whitmore,Sword
Felix Hazelmere,Sword,12,Lucius Forrester,Leather Boots
Rosamund Pendragon,Sword,4,Elaine Hastings,Shield
Aurelian Stanhope,Shield,21,Seraphina Devereux,Leather Boots
Valentin Stanhope,Shield,8,Leander Westminster,Leather Boots
Arabella Donovan,Leather Boots,4,Helena Dunstan,Shield
Octavian Chamberlain,Leather Boots,14,Leon Hawthorne,Sword
Ginevra Hastings,Leather Boots,6,Helena Hazelmere,Shield
Lysander Marston,Shield,16,Evangeline Pembroke,Sword
Marcus Dunstable,Sword,13,Euphemia Marlowe,Leather Boots
Lavinia Huntington,Sword,6,Gwendolyn Chadwick,Leather Boots
Theron Monroe,Shield,5,Septimus Sanderson,Sword
Cordelia Carlton,Shield,30,Benedict Carlton,Sword
Maximus Carlton,Sword,2,Evangeline Pendleton,Shield
Hadrian Hastings,Shield,7,Daphne Dunstan,Leather Boots
Evangeline Hartley,Leather Boots,15,Hadrian Last Name,Shield
Quintus Hazelmere,Shield,3,Benedict Llewellyn,Sword
Guinevere Withers,Leather Boots,9,Elowen Redcliffe,Sword
Leander Sheffield,Sword,9,Isolde Fitzgerald,Shield
Rowan Hollingsworth,Leather Boots,6,Lucinda Carleton,Sword
Septimus Winchester,Leather Boots,17,Cordelia Dunstan,Shield
Daphne Redcliffe,Shield,14,Octavius Somerset,Sword
Rowan Dunstable,Shield,24,Cornelius Sinclair,Sword
Octavius Bramblecroft,Sword,3,Morgana Bradford,Leather Boots
Cedric Devereux,Leather Boots,10,Thaddeus Meriwether,Sword
Aurelian Harrow,Shield,4,Elara Carleton,Sword
Remus Mortimer,Sword,4,Lucius Beaumont,Leather Boots
Isolde Devereux,Shield,18,Cassian Huntington,Sword
Maximus Montgomery,Sword,17,Valerius Harper,Shield
Marcellus Channing,Leather Boots,13,Lyra Huntington,Shield
Cordelia Claybourne,Sword,7,Gaius Claybourne,Shield
Cordelia Dunstan,Sword,14,Daphne Whitmore,Shield
Lucius Donovan,Leather Boots,16,Arabella Channing,Shield
Marcus Devereux,Leather Boots,5,Octavius Bradford,Sword
Rosalind Carleton,Sword,7,Caius Forrester,Leather Boots
Aurelian Standish,Sword,8,Hadrian Redcliffe,Leather Boots
Marcellus Chamberlain,Shield,10,Tiberius Wellford,Leather Boots
Aurelie Witherspoon,Shield,7,Cedric Withers,Sword
Septimus Monroe,Leather Boots,3,Cyprian Chadwell,Sword
Quintus Beaumont,Leather Boots,4,Corin Fairchild,Sword
Leon Kingsley,Leather Boots,5,Remus Whitmore,Sword
Elowen Cromwell,Sword,3,Constantine Rutherford,Shield
Morgana Chadwell,Leather Boots,13,Isadora Ellis,Sword
Seraphina Monroe,Sword,31,Euphemia Faraday,Shield
Cyprian Fitzwilliam,Shield,15,Clementine Dunstan,Leather Boots
Caius Meriwether,Leather Boots,13,Ariadne Carlyle,Sword
Octavian Channing,Leather Boots,16,Ariadne Redmond,Sword
First Name Ellis,Sword,5,Elowen Hollingsworth,Shield
Aurelian Claybourne,Leather Boots,23,Isolde Harrington,Shield
Leander Somerset,Sword,5,Gawain Claybourne,Shield
Amara Ellis,Shield,10,Althea Whitaker,Leather Boots
Corbin Bradford,Leather Boots,4,Aurelie Dunstable,Shield
Lyra Cromwell,Shield,15,Helena Monroe,Sword
Arabella Hawthorne,Sword,17,Tiberius Carlton,Shield
Cedric Winthrop,Sword,18,Amara Chaucer,Leather Boots
Guinevere Hollingsworth,Leather Boots,6,Julius Whitmore,Shield
Isolde Chadwell,Sword,10,Arabella Arundel,Leather Boots
Cornelius Davenport,Shield,1,Perseus Barlow,Sword
Gwendolyn Hastings,Shield,4,Gwendolyn Hollingsworth,Sword
Cassius Hollingsworth,Shield,26,Aurelian Hampton,Leather Boots
Severus Stanhope,Leather Boots,5,Leander Lancaster,Sword
Lysandra Claybourne,Leather Boots,7,Rosamund Covington,Sword
Isolde Hartley,Leather Boots,24,Lysandra Davenport,Shield
Tiberius Kingsley,Shield,6,Rowena Addington,Leather Boots
Benedict Winslow,Leather Boots,13,Lucius Fitzgerald,Sword
Artemis Stanhope,Sword,4,Amara Chamberlain,Leather Boots
Daphne Winslow,Sword,15,Hadrian Carlyle,Leather Boots
Augustus Chatham,Sword,16,Cedric Marlowe,Leather Boots
Elowen Marlowe,Shield,1,Orlando Meriwether,Sword
Guinevere Bellingham,Leather Boots,6,Rosamund Redmond,Shield
Hadrian Redcliffe,Leather Boots,3,Cassius Covington,Shield
Septimus Manning,Sword,17,Eleanor Chatham,Leather Boots
Cassian Covington,Sword,1,Leocadia Arundel,Leather Boots
Junia Chatham,Shield,8,Aurelia Witherspoon,Sword
Orlando Holloway,Shield,8,Giselle Westbury,Leather Boots
Tiberius Bradford,Sword,15,Benedict Stratton,Leather Boots
Tiberius Bramblecroft,Leather Boots,15,Tiberius Montgomery,Sword
Leon Chadwick,Leather Boots,3,Aurelie Farleigh,Shield
Cornelius Sanderson,Leather Boots,1,Briallen Langford,Shield
Hadrian Harper,Leather Boots,16,Aurelia Hartley,Shield
Benedict Holloway,Shield,11,Helena Claybourne,Sword
Lavinia Bramblecroft,Sword,11,Lancelot Davenport,Leather Boots
Cassius Dunstan,Leather Boots,4,Isolde Dunstable,Shield
Constantine Dunstable,Leather Boots,25,Septimus Holloway,Sword
Marcus Chaucer,Leather Boots,3,Elaine Carleton,Sword
Cassius Harrington,Sword,5,Titus Wellford,Shield
Elara Ellis,Shield,8,Caius Davenport,Leather Boots
Percival Claybourne,Shield,20,Isadora Sanderson,Leather Boots
Valentin Meriwether,Sword,6,Guinevere Chadwell,Shield
Tiberius Wellington,Leather Boots,14,Evangeline Monroe,Shield
Felix Cromwell,Sword,15,Tiberius Monroe,Shield
Leander Pembroke,Sword,21,Cedric Faraday,Leather Boots
Lavinia Cromwell,Sword,10,Elara Faraday,Shield
Cressida Harrow,Shield,17,Guinevere Rutherford,Sword
Cassian Carlisle,Shield,2,Hadrian Meriwether,Sword
Guinevere Arundel,Sword,9,Perseus Bramblecroft,Shield
Percival Meriwether,Shield,4,Helena Stratton,Leather Boots
Caius Covington,Shield,13,Theron Harrington,Leather Boots
Corin Stratford,Sword,17,Quintus Holloway,Leather Boots
Caius Marlowe,Leather Boots,19,Eleanor Sheffield,Shield
Tiberius Forrester,Shield,8,Guinevere Langford,Leather Boots
Octavius Monroe,Leather Boots,6,Tiberius Clayton,Shield
Lavinia Whitmore,Sword,23,Cedric Somerset,Leather Boots
Giselle Covington,Leather Boots,17,Leon Dunstan,Shield
Guinevere Beaumont,Leather Boots,7,Artemis Fitzwilliam,Shield
Seraphina Dunstable,Shield,12,Giselle Addington,Sword
Amara Manning,Sword,4,Tiberius Chadwick,Leather Boots
Seraphina Dunstable,Sword,12,Felix Cromwell,Shield
Seraphina Whitaker,Shield,12,Elaine Carlyle,Leather Boots
Galen Chatham,Leather Boots,3,First Name Davenport,Shield
Seraphina Pendleton,Shield,1,Aurelia Bellingham,Sword
Lysander Winslow,Leather Boots,1,Gaius Sanderson,Sword
Cyprian Redmond,Sword,15,Gwendolyn Cromwell,Shield
Carl Hawthorne,Leather Boots,14,Guinevere Thornton,Sword
Helena Hastings,Shield,7,Remus Forrester,Leather Boots
Cressida Langford,Shield,12,Aurelie Huntington,Sword
Gawain Hartley,Sword,11,Orlando Hartley,Leather Boots
Guinevere Blackburn,Shield,14,Lucius Thornton,Sword
Cyprian Drake,Sword,2,Clementine Fitzgerald,Shield
Evangeline Sanderson,Shield,14,Cedric Warwick,Leather Boots
Ginevra Pembroke,Leather Boots,8,Caius Davenport,Shield
Gawain Blackwood,Sword,10,Ginevra Hollingsworth,Shield
Felix Withers,Sword,3,Quintus Pembroke,Leather Boots
Isolde Whitmore,Sword,23,Guinevere Bramblecroft,Shield
Marcus Whitaker,Sword,2,Quintus Ellis,Leather Boots
Evangeline Langley,Sword,7,Seraphina Beaumont,Shield
Helena Forrester,Leather Boots,6,Isolde Forrester,Sword
Valerius Fairchild,Sword,1,Aveline Winthrop,Leather Boots
Benedict Channing,Sword,27,Carl Channing,Leather Boots
Cassius Westbury,Sword,8,First Name Bramblecroft,Leather Boots
Octavian Huntington,Leather Boots,6,Cordelia Barlow,Sword
Guinevere Witherspoon,Leather Boots,8,Euphemia Carleton,Sword
Ginevra Addington,Shield,4,Isolde Clifford,Leather Boots
Lancelot Holloway,Sword,6,Lucius Forrester,Leather Boots
Helena Carlisle,Shield,17,Gaius Stratford,Sword
Giselle Wentworth,Sword,1,Elowen Lancaster,Leather Boots
Lancelot Harrington,Sword,7,Morgana Lancaster,Leather Boots
Ariadne Chaucer,Sword,1,Tiberius Stanhope,Shield
Tiberius Hazelmere,Shield,4,Julius Bellingham,Sword
Isolde Bellingham,Sword,17,Gwendolyn Harrington,Leather Boots
Evangeline Fairchild,Leather Boots,16,Isolde Chaucer,Sword
Eleanor Blackburn,Shield,9,Guinevere Wycliffe,Sword
Caius Beaumont,Leather Boots,16,Leocadia Marston,Shield
Rosalind Harrow,Sword,6,Lucinda Devereux,Leather Boots
Rowan Covington,Leather Boots,15,Orlando Montgomery,Shield
Caius Sinclair,Leather Boots,7,Lysander Chadwick,Shield
Quintus Fairchild,Leather Boots,7,Ambrose Dunstable,Shield
Theron Bradbury,Sword,3,Aurelia Windsor,Leather Boots
Briallen Dunstable,Shield,10,Aurelie Chadwell,Leather Boots
Quintus Harrington,Sword,2,Euphemia Ellis,Leather Boots
Tiberius Bradford,Shield,3,Rowan Huntington,Sword
Valentin Winthrop,Sword,3,Marcus Winchester,Leather Boots
Elaine Dunstan,Shield,2,Lysander Marlowe,Sword
Giselle Chaucer,Leather Boots,8,Leander Hampton,Shield
Evangeline Chamberlain,Leather Boots,4,Rosalind Davenport,Shield
Aurelius Westcott,Leather Boots,5,Perseus Beaumont,Sword
Cassius Barlow,Leather Boots,1,Lucian Wellford,Sword
Lysandra Withers,Sword,2,Lancelot Chamberlain,Leather Boots
Leon Cromwell,Shield,14,Leander Donovan,Leather Boots
Septimus Ashbourne,Leather Boots,8,Guinevere Sinclair,Sword
Guinevere Davenport,Sword,6,Tiberius Whitmore,Shield
Morgana Blackwell,Sword,5,Aurelia Hastings,Leather Boots
Marcus Carlyle,Sword,4,Carl Fitzwilliam,Leather Boots
Cressida Warwick,Leather Boots,19,Aurelius Langley,Shield
Titus Marlowe,Leather Boots,19,Aveline Somerset,Sword
Isolde Last Name,Leather Boots,4,Artemis Llewellyn,Sword
Augustus Whitaker,Leather Boots,7,Euphemia Warwick,Sword
Rowan Wycliffe,Shield,2,Cassius Redmond,Sword
Corbin Marston,Leather Boots,6,Arabella Hawthorne,Shield
Clementine Monroe,Shield,25,Augustus Monroe,Leather Boots
Seraphina Westcott,Leather Boots,10,Cassia Monroe,Shield
Helena Gresham,Leather Boots,7,Constantine Langford,Shield
Augustus Carleton,Shield,13,Clementine Hampton,Sword
Percival Farleigh,Leather Boots,2,Augustus Cromwell,Sword
Eloise Holloway,Shield,1,Lyra Ellis,Leather Boots
Lysander Witherspoon,Sword,12,Helena Winthrop,Leather Boots
Evangeline Withers,Sword,15,Gwendolyn Pendleton,Leather Boots
First Name Meriwether,Leather Boots,4,Ambrose Chaucer,Sword
Helena Channing,Sword,6,Galen Bradford,Leather Boots
Guinevere Wellington,Shield,14,Rowan Barlow,Leather Boots
Isolde Barlow,Shield,8,Carl Winthrop,Leather Boots
Aurelia Hazelmere,Shield,15,Tiberius Wentworth,Sword
Althea Chatham,Sword,5,Severus Merrick,Shield
Octavian Ellis,Shield,6,Percival Arundel,Leather Boots
Lancelot Devereux,Sword,3,Octavius Westcott,Shield
Elaine Pendleton,Leather Boots,11,Galen Clifford,Sword
Severus Covington,Shield,5,Cressida Davenport,Sword
Evangeline Chatham,Shield,12,Octavian Mortimer,Sword
Guinevere Covington,Shield,7,Quintus Holloway,Sword
Eloise Holloway,Sword,3,Severus Langley,Leather Boots
Lucinda Drake,Leather Boots,2,Theron Bramblecroft,Sword
Guinevere Drake,Leather Boots,14,Morgana Wellington,Sword
Cyprian Last Name,Leather Boots,30,Isolde Carlton,Sword
Theron Pembroke,Leather Boots,16,Thaddeus Hastings,Sword
Euphemia Hollingsworth,Leather Boots,3,Gaius Cromwell,Shield
Althea Somerset,Sword,9,Percival Standish,Leather Boots
Severus Marston,Leather Boots,9,Cedric Forrester,Sword
Amara Holloway,Shield,7,Rowan Channing,Sword
Daphne Drake,Leather Boots,8,Tiberius Somerset,Sword
Maximus Wellford,Shield,8,Lyra Beauchamp,Sword
Clementine Chadwell,Sword,13,Rosalind Somerset,Shield
Perseus Beaumont,Sword,15,Isadora Addington,Leather Boots
Rowan Marlowe,Sword,19,Marcellus Bannister,Leather Boots
Felix Marston,Sword,9,Arabella Bradbury,Shield
Valerius Harrington,Leather Boots,2,Gawain Davenport,Shield
Ambrose Harrington,Leather Boots,20,Gaius Pendleton,Sword
Rosalind Bannister,Shield,18,Aurelia Hastings,Sword
Leon Sanderson,Leather Boots,6,Augustus Mortimer,Shield
Lysandra Hartley,Shield,1,Ariadne Sinclair,Leather Boots
Morgana Farleigh,Shield,2,Elowen Marlowe,Sword
Corbin Marston,Leather Boots,11,Cedric Last Name,Shield
Marcellus Westbury,Leather Boots,3,Carl Meriwether,Shield
Morgana Wellington,Leather Boots,10,Ginevra Clifford,Sword
Marcellus Donovan,Sword,19,Orlando Davenport,Leather Boots
Tiberius Llewellyn,Leather Boots,6,Corin Langley,Shield
Lucinda Drake,Shield,15,Clementine Barlow,Sword
Severus Manning,Shield,23,Quintus Whitaker,Leather Boots
Isadora Blackwood,Leather Boots,36,Briallen Rutherford,Shield
Rowan Stanhope,Leather Boots,9,Gwendolyn Montgomery,Shield
Lucinda Chaucer,Leather Boots,3,Augustus Arundel,Shield
Junia Carleton,Shield,11,Quintus Clayton,Leather Boots
Althea Redcliffe,Shield,7,Augustus Westcott,Leather Boots
Leander Somerset,Sword,1,Thaddeus Bannister,Leather Boots
Seraphina Last Name,Leather Boots,7,Caius Bradford,Sword
Augustus Sanderson,Sword,6,Cassian Harrow,Leather Boots
Eloise Wycliffe,Shield,17,Tiberius Fairchild,Sword
Lysandra Channing,Shield,6,Elara Mortimer,Sword
Leon Carlyle,Shield,5,Julius Chatham,Leather Boots
Quintus Langdon,Leather Boots,8,Rowan Cromwell,Shield
Octavius Wentworth,Shield,5,Morgana Fitzgerald,Leather Boots
Corbin Witherspoon,Shield,13,Caius Carleton,Sword
Seraphina Westminster,Shield,14,Isolde Withers,Sword
Isolde Forrester,Leather Boots,5,First Name Drake,Sword
Constantine Bramblecroft,Leather Boots,12,Corin Wellford,Shield
Gwendolyn Claybourne,Sword,13,Amara Rutherford,Leather Boots
Cornelius Drake,Leather Boots,15,Leocadia Sinclair,Shield
Leander Wycliffe,Sword,14,Cassian Huntington,Leather Boots
Seraphina Hawthorne,Leather Boots,19,Guinevere Meriwether,Shield
Morgana Carleton,Shield,12,Gawain Stratton,Sword
Septimus Holloway,Shield,18,Eleanor Bradbury,Sword
Benedict Huntington,Leather Boots,6,Valentin Barlow,Shield
Seraphina Fairfax,Shield,18,Evangeline Withers,Sword
Thaddeus Windsor,Shield,2,Isolde Donovan,Leather Boots
Octavian Winslow,Shield,9,Lavinia Gresham,Leather Boots
First Name Harrington,Sword,9,Tiberius Langdon,Leather Boots
Isolde Fitzgerald,Sword,16,Augustus Blackwell,Leather Boots
Ginevra Clayton,Sword,1,Eleanor Wellington,Shield
Perseus Wellford,Leather Boots,8,Seraphina Bradbury,Sword
Ariadne Blackwell,Sword,18,Marcus Meriwether,Leather Boots
Rowan Blackwell,Leather Boots,8,Augustus Davenport,Sword
Cassius Drake,Shield,6,Lyra Bradford,Sword
Lucius Hampton,Sword,13,Tiberius Hollingsworth,Shield
Valentin Carlisle,Shield,2,Aveline Beauchamp,Sword
Quintus Chatham,Shield,4,Tiberius Barlow,Leather Boots
Rowena Claybourne,Leather Boots,2,Lysander Clifford,Shield
Cassian Pembroke,Shield,5,Arabella Monroe,Sword
Gwendolyn Langford,Shield,5,Rowena Carleton,Sword
Lyra Rutherford,Shield,6,Benedict Westminster,Leather Boots
Lavinia Winchester,Shield,20,Eloise Gresham,Sword
Evangeline Chatham,Leather Boots,22,Cordelia Chamberlain,Sword
Remus Harrow,Shield,12,Isolde Claybourne,Sword
Marcellus Sanderson,Shield,16,Cassius Fitzgerald,Leather Boots
Titus Chatham,Leather Boots,4,Aurelia Westbury,Sword
Cressida Beaumont,Sword,8,Morgana Carlton,Shield
Euphemia Clifford,Leather Boots,13,Guinevere Channing,Sword
Junia Winthrop,Shield,3,Titania Bradford,Leather Boots
Hadrian Devereux,Sword,3,Lancelot Harrow,Shield
Carl Pembroke,Sword,21,Isadora Sinclair,Shield
Marcellus Somerset,Leather Boots,2,Caius Windsor,Sword
Caius Gresham,Sword,9,Artemis Hollingsworth,Shield
Giselle Bradbury,Sword,1,Felix Cromwell,Leather Boots
Isolde Hazelmere,Sword,13,Benedict Beauchamp,Shield
Severus Meriwether,Sword,1,Euphemia Withers,Shield
Althea Harrington,Leather Boots,7,Thaddeus Wellington,Shield
Evangeline Pendleton,Shield,4,Titania Covington,Leather Boots
Cassia Gresham,Shield,8,Orlando Hastings,Leather Boots
Cassius Blackburn,Sword,18,Euphemia Pembroke,Shield
First Name Beauchamp,Sword,3,Evangeline Beaumont,Leather Boots
Cordelia Ellis,Sword,17,Clementine Barlow,Shield
Elara Channing,Leather Boots,5,Lysander Farleigh,Sword
Rosamund Chadwick,Sword,2,Helena Winthrop,Shield
Corin Clifford,Shield,3,Percival Fitzwilliam,Sword
Leon Pendleton,Leather Boots,5,Rosamund Wycliffe,Sword
Cyprian Fitzwilliam,Sword,12,Eloise Forrester,Shield
Amara Redmond,Sword,2,Ambrose Ellis,Leather Boots
Eleanor Stratton,Leather Boots,17,Rowan Faraday,Shield
Elara Farleigh,Sword,3,Corbin Thornton,Shield
Lavinia Bellingham,Shield,7,Cressida Kingsley,Leather Boots
Felix Monroe,Shield,10,Leon Manning,Leather Boots
Beatrice Winchester,Sword,7,Aurelia Addington,Leather Boots
Rowena Marlowe,Leather Boots,7,Aveline Montgomery,Sword
Artemis Forrester,Leather Boots,30,Severus Forrester,Shield
Aurelie Carlton,Sword,13,Caius Blackburn,Leather Boots
Isadora Winslow,Leather Boots,9,Marcellus Somerset,Sword
Ariadne Gresham,Shield,22,Augustus Wellford,Leather Boots
Theron Wellford,Leather Boots,8,Beatrice Whitaker,Shield
Cordelia Meriwether,Sword,11,Cornelius Barlow,Leather Boots
Perseus Windsor,Leather Boots,15,Valentin Mortimer,Shield
Leocadia Sheffield,Shield,11,Seraphina Blackwood,Leather Boots
Eleanor Windsor,Sword,9,Rowan Winslow,Shield
Junia Hollingsworth,Leather Boots,6,Ginevra Addington,Shield
Galen Winchester,Leather Boots,26,Lyra Blackburn,Sword
Guinevere Channing,Shield,5,Titus Wellington,Leather Boots
Severus Holloway,Shield,4,Octavian Hampton,Leather Boots
Thaddeus Westbury,Leather Boots,14,Leon Hollingsworth,Sword
Augustus Donovan,Shield,16,Isolde Sanderson,Sword
Constantine Ellis,Leather Boots,11,Ginevra Hawthorne,Shield
Cedric Marlowe,Shield,8,Constantine Ellis,Leather Boots
Carl Withers,Shield,19,Caius Ellis,Leather Boots
Guinevere Harrington,Shield,29,Lavinia Clayton,Leather Boots
Caius Huntington,Sword,5,Leander Devereux,Leather Boots
Marcellus Withers,Leather Boots,1,Morgana Beaumont,Sword
Cassius Bradbury,Sword,8,Lyra Fairfax,Shield
Carl Ashbourne,Sword,13,Cassius Monroe,Shield
Lancelot Pembroke,Shield,9,Leon Somerset,Sword
Rosamund Mortimer,Sword,21,Tiberius Standish,Leather Boots
Cyprian Bramblecroft,Sword,8,Galen Covington,Leather Boots
Lancelot Carlton,Sword,26,Tiberius Hazelmere,Leather Boots
Seraphina Huntington,Shield,33,Isolde Harrington,Sword
Lancelot Winchester,Sword,12,Corbin Addington,Shield
Octavius Whitfield,Leather Boots,23,Quintus Bradbury,Shield
Gwendolyn Cromwell,Shield,1,Elowen Harrow,Sword
Tiberius Beauchamp,Leather Boots,6,Constantine Westbury,Shield
Septimus Channing,Leather Boots,9,Eleanor Fairfax,Shield
Rowena Wellford,Leather Boots,1,Guinevere Whitfield,Sword
Cassian Warwick,Shield,11,Elara Merrick,Sword
First Name Pembroke,Leather Boots,2,Galen Fitzwilliam,Shield
Isolde Carleton,Sword,5,Titania Rutherford,Shield
Leocadia Fitzgerald,Shield,8,Valentin Redcliffe,Leather Boots
Seraphina Stratton,Sword,9,Lancelot Langley,Shield
Isadora Carleton,Shield,13,Augustus Blackburn,Leather Boots
Leander Stanhope,Shield,10,Aveline Beaumont,Leather Boots
Quintus Claybourne,Sword,9,Cressida Beauchamp,Leather Boots
Octavius Clayton,Leather Boots,8,Rosalind Sanderson,Sword
Cordelia Harrow,Shield,4,Aurelius Stratford,Leather Boots
Quintus Manning,Leather Boots,15,Cassian Ashbourne,Sword
Artemis Pendragon,Shield,8,Cassius Mortimer,Leather Boots
Lavinia Fairfax,Sword,24,Tiberius Clifford,Shield
Elowen Witherspoon,Shield,11,Junia Carlyle,Sword
Lavinia Wellington,Leather Boots,1,Rowena Langdon,Shield
Isolde Somerset,Shield,15,Constantine Wentworth,Leather Boots
Hadrian Whitaker,Shield,14,Althea Hawthorne,Leather Boots
Titus Clayton,Shield,20,Eleanor Langdon,Sword
Lysander Manning,Shield,7,Septimus Arundel,Leather Boots
Cressida Wentworth,Sword,7,Valentin Farleigh,Shield
Orlando Beaumont,Shield,9,Gawain Kingsley,Leather Boots
Althea Carlton,Sword,4,Seraphina Montgomery,Shield
Leocadia Chadwick,Leather Boots,1,Gawain Standish,Shield
Titus Merrick,Leather Boots,6,Aurelia Stanhope,Sword
Aveline Wellington,Sword,6,Elaine Huntington,Leather Boots
Valerius Drake,Leather Boots,11,Ariadne Wycliffe,Shield
Lucian Hollingsworth,Sword,19,First Name Hawthorne,Shield
Lavinia Farleigh,Sword,11,Felix Harrington,Leather Boots
Junia Barlow,Sword,5,Lucian Llewellyn,Shield
Eloise Clayton,Leather Boots,18,Lavinia Bannister,Sword
Cornelius Merrick,Leather Boots,2,Benedict Monroe,Shield
Caius Warwick,Shield,14,Galen Montgomery,Leather Boots
Cyprian Bramblecroft,Sword,9,Artemis Carlton,Leather Boots
Cyprian Harper,Sword,22,Marcellus Somerset,Shield
Seraphina Stanhope,Leather Boots,26,Lyra Langley,Shield
Quintus Hawthorne,Sword,4,Guinevere Dunstan,Leather Boots
Lysandra Beauchamp,Shield,8,Perseus Langford,Sword
Cyprian Bradford,Shield,14,Marcus Marlowe,Leather Boots
Aurelian Westbury,Sword,24,Marcus Claybourne,Leather Boots
Leander Warwick,Sword,11,Leocadia Fairfax,Leather Boots
Helena Chamberlain,Shield,11,Tiberius Hollingsworth,Sword
Giselle Donovan,Sword,5,Remus Clifford,Shield
Theron Harrow,Leather Boots,21,Clementine Harrow,Sword
Lucius Hartley,Sword,11,Severus Beauchamp,Shield
Valentin Monroe,Sword,2,Beatrice Ellis,Shield
Leon Drake,Sword,17,Corin Harrow,Shield
Clementine Hawthorne,Sword,18,Titus Fitzwilliam,Leather Boots
Benedict Pendleton,Leather Boots,14,Remus Last Name,Shield
Aurelia Westcott,Sword,8,Carl Mortimer,Leather Boots
